path	size_bytes	mtime_unix_s
job.log	113736	1788165326.956104
preflight.json	1440	1788164626.912214
binary_dvfs/xpyd_binary_dvfs_255341/binary_dvfs_audit.json	930	1788165263.789117
binary_dvfs/xpyd_binary_dvfs_255341/binary_search_decisions.csv	388	1788165263.783117
binary_dvfs/xpyd_binary_dvfs_255341/frequency_grids.json	681	1788165067.826153
binary_dvfs/xpyd_binary_dvfs_255341/selected_frequencies.json	3	1788165263.787117
binary_dvfs/xpyd_binary_dvfs_255341/window_results.csv	2898	1788165263.780117
binary_dvfs/xpyd_binary_dvfs_255341/raw/actuator_actions.csv	868	1788165263.785117
binary_dvfs/xpyd_binary_dvfs_255341/raw/capabilities.json	7805	1788165067.823153
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/audit.json	772	1788165123.254143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/endpoint_summary.csv	1150	1788165123.261143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/energy_summary.csv	552	1788165123.264143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/metadata.json	2208	1788165071.590153
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/requests.csv	4082	1788165123.257143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/routes.csv	2637	1788165123.259143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/summary.json	10204	1788165123.252143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/summary.md	970	1788165123.265143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/capability.json	903	1788165071.822153
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/monitor.log	0	1788165071.606153
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/samples.jsonl	279784	1788165123.084143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/stop.requested	5	1788165123.078143
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000001_before.prom	85841	1788165102.866147
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000002_periodic.prom	85841	1788165103.018147
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000003_periodic.prom	85841	1788165104.030147
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000004_periodic.prom	85841	1788165105.020147
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000005_periodic.prom	85841	1788165106.020147
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000006_periodic.prom	85841	1788165107.036146
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000007_periodic.prom	85841	1788165107.940146
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000008_periodic.prom	85854	1788165109.018146
binary_dvfs/xpyd_binary_dvfs_255341/raw/windows/001-global_warmup-warmup-r01/D0/raw_metrics/000009_periodic.prom	85841	1788165110.000146
